Zip,City,State,HOH College,Spouse College
38579-2376,Quebeck,TN,Agriculture,
38501-1512,Cookeville,TN,Agriculture,
37074-3307,Hartsville,TN,Agriculture,
37066-3160,Gallatin,TN,Agriculture,
37087-3803,Lebanon,TN,Agriculture,
38551-6102,Celina,TN,Agriculture,
38548-5325,Buffalo Valley,TN,Agriculture,
29063-2832,Irmo,SC,Agriculture,
37361-3416,Ocoee,TN,Agriculture,
37367-9757,Pikeville,TN,Agriculture,
37830-8769,Oak Ridge,TN,Agriculture,
29630-8647,Central,SC,Agriculture,
37829-0201,Oakdale,TN,Agriculture,
37367-8404,Pikeville,TN,Agriculture,
37303-6546,Athens,TN,Agriculture,
37934-5587,Knoxville,TN,Agriculture,
63755-8104,Jackson,MO,Agriculture,
38583-5864,Sparta,TN,Agriculture,
38549-0154,Byrdstown,TN,Agriculture,
38501-1152,Cookeville,TN,Agriculture,
38552-0070,Chestnut Mound,TN,Agriculture,
42445-1519,Princeton,KY,Agriculture,
38501-7844,Cookeville,TN,Agriculture,
30080-5882,Smyrna,GA,Agriculture,
37110-3832,Mc Minnville,TN,Agriculture,
37110-3985,Mc Minnville,TN,Agriculture,
28405-2914,Wilmington,NC,Agriculture,
37322-1258,Decatur,TN,Agriculture,
24333-5920,Galax,VA,Agriculture,
37688-5203,Shady Valley,TN,Agriculture,
38462-2235,Hohenwald,TN,Agriculture,
29620-3434,Abbeville,SC,Agriculture,
37876-2208,Sevierville,TN,Agriculture,
98506-3000,Olympia,WA,Agriculture,
47421-7424,Bedford,IN,Agriculture,
38574-5239,Monterey,TN,Agriculture,
37160-3784,Shelbyville,TN,Agriculture,
38654-8785,Olive Branch,MS,Agriculture,
37166-6011,Smithville,TN,Agriculture,
37861-0187,Rutledge,TN,Agriculture,
38549-0040,Byrdstown,TN,Agriculture,
38506-5654,Cookeville,TN,Agriculture,
37916-1522,Knoxville,TN,Agriculture,
37083-4304,Lafayette,TN,Agriculture,
37076-1703,Hermitage,TN,Agriculture,
37421-4405,Chattanooga,TN,Agriculture,
38321-7423,Cedar Grove,TN,Agriculture,
30705-5576,Chatsworth,GA,Agriculture,
37160-6625,Shelbyville,TN,Agriculture,
37110-3833,Mc Minnville,TN,Agriculture,
38574-5550,Monterey,TN,Agriculture,
38574-0215,Monterey,TN,Agriculture,
37110-6806,Mc Minnville,TN,Agriculture,
38569-6296,Lancaster,TN,Agriculture,
64093-7142,Warrensburg,MO,Agriculture,
30507-9030,Gainesville,GA,Agriculture,
37066-8564,Gallatin,TN,Agriculture,
38128-3426,Memphis,TN,Agriculture,
37360-3029,Normandy,TN,Agriculture,
78336-2421,Aransas Pass,TX,Agriculture,
37145-3127,Pleasant Shade,TN,Agriculture,
38549-4406,Byrdstown,TN,Agriculture,
29577-1403,Myrtle Beach,SC,Agriculture,
37918-6217,Knoxville,TN,Agriculture,
38506-0781,Cookeville,TN,Agriculture,
42141-2047,Glasgow,KY,Agriculture,
38577-4125,Pall Mall,TN,Agriculture,
63736-9111,Benton,MO,Agriculture,
37726-5017,Deer Lodge,TN,Agriculture,
37122-6357,Mount Juliet,TN,Agriculture,
37122-2725,Mount Juliet,TN,Agriculture,
37189-9059,Whites Creek,TN,Agriculture,
37160-6354,Shelbyville,TN,Agriculture,
42717-9703,Burkesville,KY,Agriculture,
37807-5023,Maynardville,TN,Agriculture,
37334-6189,Fayetteville,TN,Agriculture,
32833-5521,Orlando,FL,Agriculture,
38553-5117,Clarkrange,TN,Agriculture,
35611-4677,Athens,AL,Agriculture,
37085-4679,Lascassas,TN,Agriculture,
37865-3510,Seymour,TN,Agriculture,
38544-3713,Baxter,TN,Agriculture,
30004-5852,Alpharetta,GA,Agriculture,
37074-3326,Hartsville,TN,Agriculture,
38506-4205,Cookeville,TN,Agriculture,
38506-8222,Cookeville,TN,Agriculture,
37708-4315,Bean Station,TN,Agriculture,
37814-1213,Morristown,TN,Agriculture,
30813-5975,Grovetown,GA,Agriculture,
37363-8891,Ooltewah,TN,Agriculture,
38502-3871,Cookeville,TN,Agriculture,
38545-4574,Bloomington Springs,TN,Agriculture,
37743-7238,Greeneville,TN,Agriculture,
38583-5888,Sparta,TN,Agriculture,
37701-1812,Alcoa,TN,Agriculture,
34219-2792,Parrish,FL,Agriculture,
30180-2400,Villa Rica,GA,Agriculture,
38571-0208,Crossville,TN,Agriculture,
37813-4522,Morristown,TN,Agriculture,
37322-4602,Decatur,TN,Agriculture,
38572-8610,Crossville,TN,Agriculture,
37920-9421,Knoxville,TN,Agriculture,
38574-2701,Monterey,TN,Agriculture,
37803-4105,Maryville,TN,Agriculture,
38506-7624,Cookeville,TN,Agriculture,
23831-4658,Chester,VA,Agriculture,
38562-5900,Gainesboro,TN,Agriculture,
37774-5030,Loudon,TN,Agriculture,
38390-4144,Yuma,TN,Agriculture,
37323-8521,Cleveland,TN,Agriculture,
40383-9198,Versailles,KY,Agriculture,
56001-4147,Mankato,MN,Agriculture,
37683-1547,Mountain City,TN,Agriculture,
37066-4044,Gallatin,TN,Agriculture,
78204-1446,San Antonio,TX,Agriculture,
37307-5401,Benton,TN,Agriculture,
38570-6045,Livingston,TN,Agriculture,
33803-2601,Lakeland,FL,Agriculture,
82401-9312,Worland,WY,Agriculture,
38506-6211,Cookeville,TN,Agriculture,
93730-3541,Fresno,CA,Agriculture,
37110-4622,Mc Minnville,TN,Agriculture,
38501-2129,Cookeville,TN,Agriculture,
38570-0013,Livingston,TN,Agriculture,
37166-2224,Smithville,TN,Agriculture,
38583-1018,Sparta,TN,Agriculture,
53027-9406,Hartford,WI,Agriculture,
38504-6024,Allardt,TN,Agriculture,
27607-6066,Raleigh,NC,Agriculture,
37659-0844,Jonesborough,TN,Agriculture,
37923-2211,Knoxville,TN,Agriculture,
83856-7803,Priest River,ID,Agriculture,
37029-5235,Burns,TN,Agriculture,
37211-6908,Nashville,TN,Agriculture,
38583-5604,Sparta,TN,Agriculture,
37066-8251,Gallatin,TN,Agriculture,
46163-9225,New Palestine,IN,Agriculture,
37127-6121,Murfreesboro,TN,Agriculture,
38556-6386,Jamestown,TN,Agriculture,
35244-4532,Birmingham,AL,Agriculture,
38551-5001,Celina,TN,Agriculture,
38501-0801,Cookeville,TN,Agriculture,
38556-2576,Jamestown,TN,Agriculture,
37083-1915,Lafayette,TN,Agriculture,
38501-2121,Cookeville,TN,Agriculture,
38506-8833,Cookeville,TN,Agriculture,
38545-4512,Bloomington Springs,TN,Agriculture,
38501-9443,Cookeville,TN,Agriculture,
38463-6547,Iron City,TN,Agriculture,
24219-2619,Big Stone Gap,VA,Agriculture,
38560-4204,Elmwood,TN,Agriculture,
38583-5024,Sparta,TN,Agriculture,
37830-7815,Oak Ridge,TN,Agriculture,
37303-6005,Athens,TN,Agriculture,
38501-1328,Cookeville,TN,Agriculture,
37066-6687,Gallatin,TN,Agriculture,
37322-7224,Decatur,TN,Agriculture,
37771-3325,Lenoir City,TN,Agriculture,
37742-2824,Greenback,TN,Agriculture,
54124-9102,Gillett,WI,Agriculture,
38501-6627,Cookeville,TN,Agriculture,
38583-2429,Sparta,TN,Agriculture,
38549-4666,Byrdstown,TN,Agriculture,
46814-8978,Fort Wayne,IN,Agriculture,
38506-9030,Cookeville,TN,Agriculture,
38583-5367,Sparta,TN,Agriculture,
37027-4116,Brentwood,TN,Agriculture,
35801-2237,Huntsville,AL,Agriculture,
37043-8229,Clarksville,TN,Agriculture,
85041-9561,Phoenix,AZ,Agriculture,
97404-2056,Eugene,OR,Agriculture,
37323-8506,Cleveland,TN,Agriculture,
38551-4158,Celina,TN,Agriculture,
38562-6116,Gainesboro,TN,Agriculture,
37057-4025,Dixon Springs,TN,Agriculture,
74462-2615,Stigler,OK,Agriculture,
38581-7424,Rock Island,TN,Agriculture,
37620-8353,Bristol,TN,Agriculture,
33418-8625,West Palm Beach,FL,Agriculture,
29920-3037,St Helena Is,SC,Agriculture,
37334-5211,Fayetteville,TN,Agriculture,
30188-6056,Woodstock,GA,Agriculture,
37604-7408,Johnson City,TN,Agriculture,
33801-6634,Lakeland,FL,Agriculture,
29432-6188,Branchville,SC,Agriculture,
37087-9534,Lebanon,TN,Agriculture,
37918-9026,Knoxville,TN,Agriculture,
38372-6323,Savannah,TN,Agriculture,
38506-7639,Cookeville,TN,Agriculture,
28655-3127,Morganton,NC,Agriculture,
37931-3432,Knoxville,TN,Agriculture,
37083-3547,Lafayette,TN,Agriculture,
37148,Portland,TN,Agriculture,
37166-5142,Smithville,TN,Agriculture,
37659-4641,Jonesborough,TN,Agriculture,
38305-9209,Jackson,TN,Agriculture,
24586-3003,Ringgold,VA,Agriculture,
32507-7254,Pensacola,FL,Agriculture,
38571-0394,Crossville,TN,Agriculture,
37659-4147,Jonesborough,TN,Agriculture,
37743-8235,Greeneville,TN,Agriculture,
38501-9361,Cookeville,TN,Agriculture,
38242-8333,Paris,TN,Agriculture,
38544-4471,Baxter,TN,Agriculture,
37216-3101,Nashville,TN,Agriculture,
37618-3501,Bluff City,TN,Agriculture,
37148-0127,Portland,TN,Agriculture,
50014-4007,Ames,IA,Agriculture,
37743-1603,Greeneville,TN,Agriculture,
37167-9316,Smyrna,TN,Agriculture,
38583-1428,Sparta,TN,Agriculture,
38255-4024,Sharon,TN,Agriculture,
37312-4792,Cleveland,TN,Agriculture,
37357-5989,Morrison,TN,Agriculture,
37118-4530,Milton,TN,Agriculture,
37601-5251,Johnson City,TN,Agriculture,
38570-8750,Livingston,TN,Agriculture,
38305-9766,Jackson,TN,Agriculture,
37660-2715,Kingsport,TN,Agriculture,
37334-6525,Fayetteville,TN,Agriculture,
42259-8493,Mammoth Cave,KY,Agriculture,
38577-4226,Pall Mall,TN,Agriculture,
37777,Louisville,TN,Agriculture,
44691-1755,Wooster,OH,Agriculture,
38506-7055,Cookeville,TN,Agriculture,
37135-9817,Nolensville,TN,Agriculture,
38506-8759,Cookeville,TN,Agriculture,
37917-3732,Knoxville,TN,Agriculture,
37150-3019,Red Boiling Springs,TN,Agriculture,
38506-5557,Cookeville,TN,Agriculture,
37150-3874,Red Boiling Springs,TN,Agriculture,
38556-6019,Jamestown,TN,Agriculture,
72830-7024,Clarksville,AR,Agriculture,
37033-3922,Centerville,TN,Agriculture,
37080-8738,Joelton,TN,Agriculture,
37763-2616,Kingston,TN,Agriculture,
37367-8444,Pikeville,TN,Agriculture,
37083-4748,Lafayette,TN,Agriculture,
42164-6316,Scottsville,KY,Agriculture,
37205-4530,Nashville,TN,Agriculture,
23236-4621,Richmond,VA,Agriculture,
23356-3015,Greenbackville,VA,Agriculture,
38459-5044,Frankewing,TN,Agriculture,
30236-5467,Jonesboro,GA,Agriculture,
38553-5148,Clarkrange,TN,Agriculture,
37110-4958,Mc Minnville,TN,Agriculture,
37803-8405,Maryville,TN,Agriculture,
38562-5735,Gainesboro,TN,Agriculture,
38506-6151,Cookeville,TN,Agriculture,
38501-4412,Cookeville,TN,Agriculture,
29036-9558,Chapin,SC,Agriculture,
28584-8049,Cedar Point,NC,Agriculture,
37031-4730,Castalian Springs,TN,Agriculture,
37027-4758,Brentwood,TN,Agriculture,
32608-4192,Gainesville,FL,Agriculture,
37217-4546,Nashville,TN,Agriculture,
30436-5811,Lyons,GA,Agriculture,
38555-2883,Crossville,TN,Agriculture,
38588-7449,Whitleyville,TN,Agriculture,
38572-7300,Crossville,TN,Agriculture,
37830-8790,Oak Ridge,TN,Agriculture,
37110-9253,McMinnville,TN,Agriculture,
42104-8524,Bowling Green,KY,Agriculture,
30062-6915,Marietta,GA,Agriculture,
37920-4411,Knoxville,TN,Agriculture,
37398-4698,Winchester,TN,Agriculture,
37057-5612,Dixon Springs,TN,Agriculture,
37352-0034,Lynchburg,TN,Agriculture,
37122-2180,Mount Juliet,TN,Agriculture,
37096-0918,Linden,TN,Agriculture,
38506-6469,Cookeville,TN,Agriculture,
37174-2109,Spring Hill,TN,Agriculture,
38462-0373,Hohenwald,TN,Agriculture,
38012-2815,Brownsville,TN,Agriculture,
37329-0773,Englewood,TN,Agriculture,
37167-4809,Smyrna,TN,Agriculture,
37388-2433,Tullahoma,TN,Agriculture,
33001-3600,Long Key,FL,Agriculture,
60467-8646,Orland Park,IL,Agriculture,
37709-2429,Blaine,TN,Agriculture,
38401-1413,Columbia,TN,Agriculture,
38583-3384,Sparta,TN,Agriculture,
38583-2779,Sparta,TN,Agriculture,
38506-6461,Cookeville,TN,Agriculture,
40514-1510,Lexington,KY,Agriculture,
38574-1113,Monterey,TN,Agriculture,
38501-8996,Cookeville,TN,Agriculture,
38401-5243,Columbia,TN,Agriculture,
37083-2643,Lafayette,TN,Agriculture,
23510-1207,Norfolk,VA,Agriculture,
38506-7837,Cookeville,TN,Agriculture,
38545-7000,Bloomington Springs,TN,Agriculture,
38544-4872,Baxter,TN,Agriculture,
37367-3060,Pikeville,TN,Agriculture,
29078-8780,Lugoff,SC,Agriculture,
38501-2163,Cookeville,TN,Agriculture,
38501-5722,Cookeville,TN,Agriculture,
37367-3223,Pikeville,TN,Agriculture,
43204-3534,Columbus,OH,Agriculture,
37312-1107,Cleveland,TN,Agriculture,
37865-3624,Seymour,TN,Agriculture,
37029-5226,Burns,TN,Agriculture,
22942-9107,Gordonsville,VA,Agriculture,
38506-5155,Cookeville,TN,Agriculture,
32547-2841,Fort Walton Beach,FL,Agriculture,
37726-0425,Deer Lodge,TN,Agriculture,
37367-3523,Pikeville,TN,Agriculture,
37083-5033,Lafayette,TN,Agriculture,
38583-5316,Sparta,TN,Agriculture,
37174-2212,Spring Hill,TN,Agriculture,
38506-5682,Cookeville,TN,Agriculture,
38506-8621,Cookeville,TN,Agriculture,
38583-1653,Sparta,TN,Agriculture,
37415-2730,Chattanooga,TN,Agriculture,
38501-9648,Cookeville,TN,Agriculture,
37354-8901,Madisonville,TN,Agriculture,
38565-5085,Grimsley,TN,Agriculture,
38555-6748,Crossville,TN,Agriculture,
23868-0474,Lawrenceville,VA,Agriculture,
38549-4310,Byrdstown,TN,Agriculture,
37135-7464,Nolensville,TN,Agriculture,
37075-2202,Hendersonville,TN,Agriculture,
38571-2069,Crossville,TN,Agriculture,
38556-0502,Jamestown,TN,Agriculture,
37303-2920,Athens,TN,Agriculture,
37327-5608,Dunlap,TN,Agriculture,
38570-6225,Livingston,TN,Agriculture,
37367-7419,Pikeville,TN,Agriculture,
37012-3434,Alexandria,TN,Agriculture,
38501-3051,Cookeville,TN,Agriculture,
95409-3863,Santa Rosa,CA,Agriculture,
37167-4827,Smyrna,TN,Agriculture,
30132-0022,Dallas,GA,Agriculture,
37312-5530,Cleveland,TN,Agriculture,
38237-8126,Martin,TN,Agriculture,
37029-5255,Burns,TN,Agriculture,
40242-7523,Louisville,KY,Agriculture,
38551-4087,Celina,TN,Agriculture,
37334-7124,Fayetteville,TN,Agriculture,
37083-3183,Lafayette,TN,Agriculture,
37756-0167,Huntsville,TN,Agriculture,
44122-7597,Beachwood,OH,Agriculture,
37188-9538,White House,TN,Agriculture,
40503-2812,Lexington,KY,Agriculture,
37062-9119,Fairview,TN,Agriculture,
37127-8132,Murfreesboro,TN,Agriculture,
38549-2432,Byrdstown,TN,Agriculture,
38501-8402,Cookeville,TN,Agriculture,
38577-5017,Pall Mall,TN,Agriculture,
38583-1666,Sparta,TN,Agriculture,
37663-3992,Kingsport,TN,Agriculture,
37221-6511,Nashville,TN,Agriculture,
37074-5154,Hartsville,TN,Agriculture,
36022-2900,Deatsville,AL,Agriculture,
37060-4264,Eagleville,TN,Agriculture,
37110-7410,McMinnville,TN,Agriculture,
38553-5121,Clarkrange,TN,Agriculture,
38549-4628,Byrdstown,TN,Agriculture,
38365-0352,Pickwick Dam,TN,Agriculture,
37046-9130,College Grove,TN,Agriculture,
74137-3706,Tulsa,OK,Agriculture,
37186-2769,Westmoreland,TN,Agriculture,
38501-7745,Cookeville,TN,Agriculture,
38506-5972,Cookeville,TN,Agriculture,
37722-2836,Cosby,TN,Agriculture,
39841-4317,Damascus,GA,Agriculture,
32643-7766,High Springs,FL,Agriculture,
37643-3735,Elizabethton,TN,Agriculture,
37190-5350,Woodbury,TN,Agriculture,
94015-0511,Daly City,CA,Agriculture,
37363-9272,Ooltewah,TN,Agriculture,
31002-4314,Adrian,GA,Agriculture,
38556-6127,Jamestown,TN,Agriculture,
41051-7902,Independence,KY,Agriculture,
32352-6805,Quincy,FL,Agriculture,
37083-3146,Lafayette,TN,Agriculture,
38583-1426,Sparta,TN,Agriculture,
37713-2010,Bybee,TN,Agriculture,
37122-2971,Mt Juliet,TN,Agriculture,
38449-1013,Ardmore,TN,Agriculture,
38565-5011,Grimsley,TN,Agriculture,
38583-7209,Sparta,TN,Agriculture,
38506-2600,Cookeville,TN,Agriculture,
37843-3101,Parrottsville,TN,Agriculture,
38571-3608,Crossville,TN,Agriculture,
37087-9270,Lebanon,TN,Agriculture,
37175-0108,Stewart,TN,Agriculture,
37886-2106,Walland,TN,Agriculture,
37777-4608,Louisville,TN,Agriculture,
37763-2440,Kingston,TN,Agriculture,
37076-8072,Hermitage,TN,Agriculture,
37405-2643,Chattanooga,TN,Agriculture,
38501-2004,Cookeville,TN,Agriculture,
31763-3527,Leesburg,GA,Agriculture,
37887-4000,Wartburg,TN,Agriculture,
35648-3531,Lexington,AL,Agriculture,
24918-5039,Ballard,WV,Agriculture,
38501-7834,Cookeville,TN,Agriculture,
38358-2422,Milan,TN,Agriculture,
37166-7311,Smithville,TN,Agriculture,
38506-5555,Cookeville,TN,Agriculture,
40515-9707,Lexington,KY,Agriculture,
28655-6027,Morganton,NC,Agriculture,
38506-8623,Cookeville,TN,Agriculture,
37920-8908,Knoxville,TN,Agriculture,
37357-5563,Morrison,TN,Agriculture,
46256-1610,Indianapolis,IN,Agriculture,
38571-1086,Crossville,TN,Agriculture,
37067-7802,Franklin,TN,Agriculture,
35976-2840,Guntersville,AL,Agriculture,
27295-5807,Lexington,NC,Agriculture,
38553-5200,Clarkrange,TN,Agriculture,
38544-5361,Baxter,TN,Agriculture,
65548-8358,Mountain View,MO,Agriculture,
38506-0354,Cookeville,TN,Agriculture,
38564-5006,Granville,TN,Agriculture,
27258-8914,Haw River,NC,Agriculture,
38553-0004,Clarkrange,TN,Agriculture,
38012-0213,Brownsville,TN,Agriculture,
37066,Gallatin,TN,Agriculture,
37321-4127,Dayton,TN,Agriculture,
38583-6550,Sparta,TN,Agriculture,
38358-5316,Milan,TN,Agriculture,
38580-1815,Rickman,TN,Agriculture,
40004-2334,Bardstown,KY,Agriculture,
37716-4901,Clinton,TN,Agriculture,
37150-5205,Red Boiling Springs,TN,Agriculture,
38559-0177,Doyle,TN,Agriculture,
38577-4142,Pall Mall,TN,Agriculture,
27013-0121,Cleveland,NC,Agriculture,
37321-6227,Dayton,TN,Agriculture,
38506-8840,Cookeville,TN,Agriculture,
38573-5074,Monroe,TN,Agriculture,
37062-8210,Fairview,TN,Agriculture,
37705-3714,Andersonville,TN,Agriculture,
37186-2635,Westmoreland,TN,Agriculture,
37188-5057,White House,TN,Agriculture,
37355-6881,Manchester,TN,Agriculture,
27828-1683,Farmville,NC,Agriculture,
38583-2116,Sparta,TN,Agriculture,
37037-5971,Christiana,TN,Agriculture,
38581-7649,Rock Island,TN,Agriculture,
33449-8057,Wellington,FL,Agriculture,
38506-6277,Cookeville,TN,Agriculture,
37311-1078,Cleveland,TN,Agriculture,
37716-5214,Clinton,TN,Agriculture,
38506-8262,Cookeville,TN,Agriculture,
38570-8459,Livingston,TN,Agriculture,
37029-9002,Burns,TN,Agriculture,
37924-1839,Knoxville,TN,Agriculture,
30044-5249,Lawrenceville,GA,Agriculture,
37311-8889,Cleveland,TN,Agriculture,
37922-4271,Knoxville,TN,Agriculture,
37303-1646,Athens,TN,Agriculture,
38501-8122,Cookeville,TN,Agriculture,
37211-6014,Nashville,TN,Agriculture,
38583-5194,Sparta,TN,Agriculture,
82520-2036,Lander,WY,Agriculture,
37190-5700,Woodbury,TN,Agriculture,
38544-4504,Baxter,TN,Agriculture,
38541-6718,Allons,TN,Agriculture,
37763-6929,Kingston,TN,Agriculture,
37115-2621,Madison,TN,Agriculture,
37355-3780,Manchester,TN,Agriculture,
37650-5222,Erwin,TN,Agriculture,
38464-0721,Lawrenceburg,TN,Agriculture,
38544-4319,Baxter,TN,Agriculture,
38571-0857,Crossville,TN,Agriculture,
38039-6604,Grand Junction,TN,Agriculture,
37934-3101,Knoxville,TN,Agriculture,
37128-3938,Murfreesboro,TN,Agriculture,
37416-1420,Chattanooga,TN,Agriculture,
38582-6209,Silver Point,TN,Agriculture,
40342-1815,Lawrenceburg,KY,Agriculture,
37763-2227,Kingston,TN,Agriculture,
24060-8987,Blacksburg,VA,Agriculture,
37043-4862,Clarksville,TN,Agriculture,
37110-4496,McMinnville,TN,Agriculture,
35757-8124,Madison,AL,Agriculture,
37012-2078,Alexandria,TN,Agriculture,
38501-3620,Cookeville,TN,Agriculture,
37755-0303,Helenwood,TN,Agriculture,
38556-0148,Jamestown,TN,Agriculture,
38555-5960,Crossville,TN,Agriculture,
31503-0611,Waycross,GA,Agriculture,
37923-2144,Knoxville,TN,Agriculture,
37150-6202,Red Boiling Springs,TN,Agriculture,
38506-6129,Cookeville,TN,Agriculture,
38583-6765,Sparta,TN,Agriculture,
